Date,static_mean,dynamic_mean,static_sigma,dynamic_sigma,return,static_low,static_up,dynamic_low,dynamic_up
2022/5/10,0.17,0.03,1.44,0.91,0.37,2.871157742,-2.871157742,1.828388416,-1.828388416
2022/5/11,0.16,0.04,1.33,0.91,1.43,2.669597116,-2.669597116,1.828388457,-1.828388457
2022/5/12,0.11,0.04,1.24,0.91,-1.57,2.473502281,-2.473502281,1.828388497,-1.828388497
2022/5/13,0.13,0.04,1.41,0.91,2.52,2.810451788,-2.810451788,1.828388535,-1.828388535
2022/5/16,0.27,0.03,1.29,0.91,0.63,2.583321631,-2.583321631,1.828388571,-1.828388571
2022/5/17,0.09,0.03,1.20,0.91,0.71,2.409488607,-2.409488607,1.828388607,-1.828388607
2022/5/18,0.21,0.04,1.12,0.91,-1.07,2.249397549,-2.249397549,1.82838864,-1.82838864
2022/5/19,0.04,0.04,1.24,0.91,-1.84,2.486778166,-2.486778166,1.828388673,-1.828388673
2022/5/20,0.24,0.03,1.44,0.91,1.19,2.88586327,-2.88586327,1.828388704,-1.828388704
2022/5/23,0.07,0.03,1.34,0.91,1.66,2.671788281,-2.671788281,1.828388734,-1.828388734
2022/5/24,0.17,0.04,1.24,0.91,-0.39,2.470768049,-2.470768049,1.828388762,-1.828388762
2022/5/25,0.16,0.03,1.23,0.91,0.51,2.467852487,-2.467852487,1.82838879,-1.82838879
2022/5/26,0.19,0.03,1.15,0.91,0.56,2.305825242,-2.305825242,1.828388816,-1.828388816
2022/5/27,0.10,0.03,1.08,0.91,0.27,2.159793006,-2.159793006,1.828388842,-1.828388842
2022/5/30,0.10,0.04,1.02,0.91,0.19,2.030849751,-2.030849751,1.828388866,-1.828388866
2022/5/31,0.20,0.03,0.96,0.91,0.10,1.915260055,-1.915260055,1.828388889,-1.828388889
2022/6/1,0.11,0.03,0.92,0.91,-0.99,1.840223842,-1.840223842,1.828388912,-1.828388912
2022/6/2,0.15,0.03,1.03,0.91,0.00,2.066565074,-2.066565074,1.828388933,-1.828388933
2022/6/3,0.03,0.03,0.99,0.91,0.00,1.989062625,-1.989062625,1.828388954,-1.828388954
2022/6/6,0.23,0.03,0.94,0.91,0.99,1.886284303,-1.886284303,1.828388974,-1.828388974
2022/6/7,0.11,0.03,0.89,0.91,-0.12,1.774179962,-1.774179962,1.828388993,-1.828388993
2022/6/8,0.18,0.03,0.87,0.91,-0.08,1.746573147,-1.746573147,1.828389011,-1.828389011
2022/6/9,0.04,0.03,0.86,0.91,-1.55,1.729235683,-1.729235683,1.828389029,-1.828389029
2022/6/10,0.20,0.03,1.07,0.91,-2.15,2.133840004,-2.133840004,1.828389045,-1.828389045
2022/6/13,0.09,0.03,1.37,0.91,-1.54,2.746950952,-2.746950952,1.828389062,-1.828389062
2022/6/14,0.13,0.03,1.52,0.91,-0.25,3.033870447,-3.033870447,1.828389077,-1.828389077
2022/6/15,0.08,0.03,1.46,0.91,1.19,2.92183157,-2.92183157,1.828389092,-1.828389092
2022/6/16,0.23,0.03,1.35,0.91,-3.19,2.701595564,-2.701595564,1.828389106,-1.828389106
2022/6/17,0.17,0.03,1.81,0.91,-0.41,3.617116646,-3.617116646,1.82838912,-1.82838912
2022/6/20,0.16,0.03,1.75,0.91,1.49,3.492480229,-3.492480229,1.828389133,-1.828389133
2022/6/21,0.09,0.03,1.60,0.91,0.42,3.206140927,-3.206140927,1.828389146,-1.828389146
2022/6/22,0.27,0.03,1.48,0.91,-0.88,2.966236329,-2.966236329,1.828389158,-1.828389158
2022/6/23,0.26,0.03,1.54,0.91,-0.97,3.079789983,-3.079789983,1.82838917,-1.82838917
2022/6/24,0.10,0.03,1.60,0.91,2.65,3.204838108,-3.204838108,1.828389181,-1.828389181
2022/6/27,0.15,0.03,1.47,0.91,0.68,2.932943163,-2.932943163,1.828389192,-1.828389192
2022/6/28,0.19,0.03,1.36,0.91,0.89,2.719893209,-2.719893209,1.828389202,-1.828389202
2022/6/29,0.39,0.03,1.26,0.91,-0.15,2.526918039,-2.526918039,1.828389212,-1.828389212
2022/6/30,0.00,0.03,1.26,0.91,-1.98,2.511951209,-2.511951209,1.828389222,-1.828389222
2022/7/1,0.16,0.03,1.47,0.91,-0.01,2.940790057,-2.940790057,1.828389231,-1.828389231
2022/7/4,0.12,0.03,1.39,0.91,0.89,2.778724894,-2.778724894,1.82838924,-1.82838924
2022/7/5,0.34,0.03,1.29,0.91,-2.91,2.57861429,-2.57861429,1.828389248,-1.828389248
2022/7/6,0.05,0.03,1.73,0.91,1.16,3.451629197,-3.451629197,1.828389256,-1.828389256
2022/7/7,0.17,0.03,1.59,0.91,1.14,3.17308265,-3.17308265,1.828389264,-1.828389264
2022/7/8,0.14,0.03,1.46,0.91,0.10,2.927561068,-2.927561068,1.828389271,-1.828389271
2022/7/11,0.37,0.03,1.37,0.91,0.00,2.733914961,-2.733914961,1.828389278,-1.828389278
2022/7/12,0.13,0.03,1.32,0.91,0.18,2.648870816,-2.648870816,1.828389285,-1.828389285
2022/7/13,0.07,0.03,1.24,0.91,-0.74,2.472691779,-2.472691779,1.828389292,-1.828389292
2022/7/14,0.22,0.03,1.27,0.91,-1.64,2.543458015,-2.543458015,1.828389298,-1.828389298
2022/7/15,0.24,0.03,1.46,0.91,1.68,2.929222731,-2.929222731,1.828389304,-1.828389304
2022/7/18,0.24,0.03,1.35,0.91,0.89,2.703249346,-2.703249346,1.82838931,-1.82838931
2022/7/19,-0.02,0.03,1.26,0.91,1.01,2.512610602,-2.512610602,1.828389316,-1.828389316
2022/7/20,0.38,0.03,1.17,0.91,-0.44,2.336146021,-2.336146021,1.828389321,-1.828389321
2022/7/21,0.14,0.03,1.21,0.91,0.09,2.423526262,-2.423526262,1.828389326,-1.828389326
2022/7/22,0.28,0.03,1.14,0.91,0.08,2.285806883,-2.285806883,1.828389331,-1.828389331
2022/7/25,-0.09,0.03,1.10,0.91,0.41,2.201076103,-2.201076103,1.828389336,-1.828389336
2022/7/26,0.37,0.03,1.03,0.91,0.00,2.063180576,-2.063180576,1.828389341,-1.828389341
2022/7/27,0.16,0.03,1.02,0.91,0.57,2.047952055,-2.047952055,1.828389345,-1.828389345
2022/7/28,0.23,0.03,0.96,0.91,0.00,1.926107292,-1.926107292,1.828389349,-1.828389349
2022/7/29,-0.02,0.03,0.94,0.91,1.02,1.884856561,-1.884856561,1.828389353,-1.828389353
2022/8/1,0.27,0.03,0.88,0.91,-0.13,1.768798511,-1.768798511,1.828389357,-1.828389357
2022/8/2,0.26,0.03,0.90,0.91,-0.06,1.793137626,-1.793137626,1.828389361,-1.828389361
2022/8/3,0.11,0.03,0.89,0.91,0.49,1.787774155,-1.787774155,1.828389364,-1.828389364
2022/8/4,0.09,0.03,0.85,0.91,0.03,1.690204873,-1.690204873,1.828389368,-1.828389368
2022/8/5,0.13,0.03,0.81,0.91,-0.11,1.622557131,-1.622557131,1.828389371,-1.828389371
2022/8/8,0.38,0.03,0.81,0.91,0.57,1.612634135,-1.612634135,1.828389374,-1.828389374
2022/8/9,-0.02,0.03,0.77,0.91,0.08,1.533233037,-1.533233037,1.828389377,-1.828389377
2022/8/10,0.19,0.03,0.73,0.91,0.25,1.462009261,-1.462009261,1.82838938,-1.82838938
2022/8/11,0.06,0.03,0.70,0.91,-0.55,1.397175259,-1.397175259,1.828389383,-1.828389383
2022/8/12,0.42,0.03,0.76,0.91,0.47,1.514290037,-1.514290037,1.828389386,-1.828389386
2022/8/15,-0.04,0.03,0.72,0.91,0.11,1.445264799,-1.445264799,1.828389388,-1.828389388
2022/8/16,0.18,0.03,0.69,0.91,0.36,1.380427717,-1.380427717,1.828389391,-1.828389391
2022/8/17,0.10,0.03,0.66,0.91,-0.27,1.320432548,-1.320432548,1.828389393,-1.828389393
2022/8/18,0.36,0.03,0.69,0.91,0.35,1.371803794,-1.371803794,1.828389395,-1.828389395
2022/8/19,0.03,0.03,0.66,0.91,0.11,1.317949622,-1.317949622,1.828389398,-1.828389398
2022/8/22,0.09,0.03,0.63,0.91,-0.22,1.264332243,-1.264332243,1.8283894,-1.8283894
2022/8/23,0.19,0.03,0.65,0.91,-0.61,1.303434539,-1.303434539,1.828389402,-1.828389402
2022/8/24,0.24,0.03,0.75,0.91,-0.22,1.491106944,-1.491106944,1.828389404,-1.828389404
2022/8/25,0.13,0.03,0.78,0.91,0.11,1.556535857,-1.556535857,1.828389406,-1.828389406
2022/8/26,-0.01,0.03,0.75,0.91,-0.70,1.49021457,-1.49021457,1.828389407,-1.828389407
2022/8/29,0.29,0.03,0.81,0.91,0.00,1.625523334,-1.625523334,1.828389409,-1.828389409
2022/8/30,0.17,0.03,0.81,0.91,-0.89,1.629285502,-1.629285502,1.828389411,-1.828389411
2022/8/31,0.19,0.03,0.93,0.91,-1.06,1.867330936,-1.867330936,1.828389412,-1.828389412
2022/9/1,-0.04,0.03,1.07,0.91,-1.88,2.139940609,-2.139940609,1.828389414,-1.828389414
2022/9/2,0.31,0.03,1.29,0.91,1.84,2.573229044,-2.573229044,1.828389415,-1.828389415
2022/9/5,0.19,0.03,1.19,0.91,0.09,2.383239286,-2.383239286,1.828389417,-1.828389417
2022/9/6,0.21,0.03,1.13,0.91,0.18,2.262767961,-2.262767961,1.828389418,-1.828389418
2022/9/7,0.07,0.03,1.07,0.91,-0.86,2.135102952,-2.135102952,1.828389419,-1.828389419
2022/9/8,0.26,0.03,1.14,0.91,0.33,2.276582351,-2.276582351,1.828389421,-1.828389421
2022/9/9,0.23,0.03,1.07,0.91,1.22,2.137651501,-2.137651501,1.828389422,-1.828389422
2022/9/12,0.15,0.03,1.00,0.91,1.65,1.998711269,-1.998711269,1.828389423,-1.828389423
2022/9/13,0.14,0.03,0.93,0.91,-1.17,1.865425895,-1.865425895,1.828389424,-1.828389424
2022/9/14,0.22,0.03,1.08,0.91,-1.48,2.15915159,-2.15915159,1.828389425,-1.828389425
2022/9/15,0.25,0.03,1.27,0.91,0.07,2.543168739,-2.543168739,1.828389426,-1.828389426
2022/9/16,0.05,0.03,1.21,0.91,-0.63,2.427290302,-2.427290302,1.828389427,-1.828389427
2022/9/19,0.15,0.03,1.23,0.91,0.00,2.463491355,-2.463491355,1.828389428,-1.828389428
2022/9/20,0.23,0.03,1.17,0.91,-0.61,2.348058787,-2.348058787,1.828389429,-1.828389429
2022/9/21,0.26,0.03,1.22,0.91,0.62,2.440868132,-2.440868132,1.82838943,-1.82838943
2022/9/22,0.10,0.03,1.14,0.91,-1.09,2.281482322,-2.281482322,1.828389431,-1.828389431
2022/9/23,0.14,0.03,1.24,0.91,-1.99,2.484343555,-2.484343555,1.828389431,-1.828389431
2022/9/26,0.25,0.03,1.48,0.91,0.03,2.968936195,-2.968936195,1.828389432,-1.828389432
2022/9/27,0.24,0.03,1.41,0.91,-0.52,2.818983334,-2.818983334,1.828389433,-1.828389433
2022/9/28,0.11,0.03,1.42,0.91,0.30,2.835185298,-2.835185298,1.828389434,-1.828389434
2022/9/29,0.21,0.03,1.32,0.91,-1.78,2.637579917,-2.637579917,1.828389434,-1.828389434
2022/9/30,0.26,0.03,1.53,0.91,0.18,3.053912875,-3.053912875,1.828389435,-1.828389435
2022/10/3,0.28,0.03,1.43,0.91,0.22,2.857513601,-2.857513601,1.828389435,-1.828389435
2022/10/4,0.10,0.03,1.34,0.91,2.54,2.678075509,-2.678075509,1.828389436,-1.828389436
2022/10/5,0.27,0.03,1.23,0.91,-0.48,2.464004903,-2.464004903,1.828389437,-1.828389437
2022/10/6,0.28,0.03,1.26,0.91,-0.79,2.515501608,-2.515501608,1.828389437,-1.828389437
2022/10/7,0.29,0.03,1.33,0.91,-0.09,2.657289665,-2.657289665,1.828389438,-1.828389438
2022/10/10,0.07,0.03,1.29,0.91,-0.46,2.583028439,-2.583028439,1.828389438,-1.828389438
2022/10/11,0.19,0.03,1.28,0.91,-1.07,2.5580743,-2.5580743,1.828389439,-1.828389439
2022/10/12,0.33,0.03,1.38,0.91,-0.86,2.753028192,-2.753028192,1.828389439,-1.828389439
2022/10/13,0.22,0.03,1.45,0.91,0.35,2.904787168,-2.904787168,1.82838944,-1.82838944
2022/10/14,0.16,0.03,1.35,0.91,0.12,2.700620419,-2.700620419,1.82838944,-1.82838944
2022/10/17,0.15,0.03,1.26,0.91,0.89,2.529272855,-2.529272855,1.82838944,-1.82838944
2022/10/18,0.44,0.03,1.18,0.91,0.24,2.355361299,-2.355361299,1.828389441,-1.828389441
2022/10/19,0.18,0.02,1.13,0.91,-0.17,2.264536673,-2.264536673,1.828389441,-1.828389441
2022/10/20,0.22,0.03,1.11,0.91,0.27,2.224119299,-2.224119299,1.828389442,-1.828389442
2022/10/21,0.11,0.03,1.05,0.91,0.37,2.090631261,-2.090631261,1.828389442,-1.828389442
2022/10/24,0.43,0.03,0.98,0.91,0.63,1.966931509,-1.966931509,1.828389442,-1.828389442
2022/10/25,0.19,0.02,0.93,0.91,-0.01,1.855672746,-1.855672746,1.828389443,-1.828389443
2022/10/26,0.19,0.03,0.91,0.91,0.61,1.81301557,-1.81301557,1.828389443,-1.828389443
2022/10/27,0.15,0.03,0.86,0.91,0.25,1.712617279,-1.712617279,1.828389443,-1.828389443
2022/10/28,0.35,0.02,0.81,0.91,-0.37,1.625980289,-1.625980289,1.828389443,-1.828389443
2022/10/31,0.25,0.02,0.88,0.91,0.66,1.755771853,-1.755771853,1.828389444,-1.828389444
2022/11/1,0.11,0.02,0.83,0.91,1.28,1.660553527,-1.660553527,1.828389444,-1.828389444
2022/11/2,0.21,0.02,0.78,0.91,-0.59,1.562378223,-1.562378223,1.828389444,-1.828389444
2022/11/3,0.29,0.02,0.86,0.91,0.62,1.723839629,-1.723839629,1.828389444,-1.828389444
2022/11/4,0.31,0.02,0.82,0.91,2.01,1.632637824,-1.632637824,1.828389445,-1.828389445
2022/11/7,0.03,0.02,0.76,0.91,-0.48,1.528980577,-1.528980577,1.828389445,-1.828389445
2022/11/8,0.26,0.02,0.80,0.91,0.08,1.604636906,-1.604636906,1.828389445,-1.828389445
2022/11/9,0.25,0.02,0.79,0.91,-0.14,1.576724444,-1.576724444,1.828389445,-1.828389445
2022/11/10,0.26,0.02,0.81,0.91,1.08,1.612212919,-1.612212919,1.828389446,-1.828389446
2022/11/11,0.04,0.02,0.76,0.91,-0.78,1.523488976,-1.523488976,1.828389446,-1.828389446
2022/11/14,0.22,0.02,0.85,0.91,0.91,1.694209035,-1.694209035,1.828389446,-1.828389446
2022/11/15,0.29,0.02,0.80,0.91,-0.21,1.600242857,-1.600242857,1.828389446,-1.828389446
2022/11/16,0.20,0.02,0.83,0.91,-0.25,1.668470274,-1.668470274,1.828389446,-1.828389446
2022/11/17,0.09,0.02,0.86,0.91,-0.06,1.71373434,-1.71373434,1.828389446,-1.828389446
2022/11/18,0.17,0.02,0.84,0.91,0.53,1.670105869,-1.670105869,1.828389447,-1.828389447
2022/11/21,0.32,0.02,0.79,0.91,-0.12,1.583150675,-1.583150675,1.828389447,-1.828389447
2022/11/22,0.19,0.02,0.82,0.91,1.02,1.63183895,-1.63183895,1.828389447,-1.828389447
2022/11/23,0.12,0.02,0.77,0.91,0.17,1.541061223,-1.541061223,1.828389447,-1.828389447
2022/11/24,0.15,0.02,0.73,0.91,0.02,1.469935736,-1.469935736,1.828389447,-1.828389447
2022/11/25,0.33,0.02,0.72,0.91,0.27,1.441017681,-1.441017681,1.828389447,-1.828389447
2022/11/28,0.16,0.02,0.70,0.91,-0.17,1.395265599,-1.395265599,1.828389447,-1.828389447
2022/11/29,0.10,0.02,0.71,0.91,0.51,1.429720915,-1.429720915,1.828389448,-1.828389448
2022/11/30,0.16,0.02,0.68,0.91,0.81,1.362323841,-1.362323841,1.828389448,-1.828389448
2022/12/1,0.29,0.02,0.65,0.91,-0.19,1.296684789,-1.296684789,1.828389448,-1.828389448
2022/12/2,0.20,0.02,0.69,0.91,-0.03,1.38623353,-1.38623353,1.828389448,-1.828389448
2022/12/5,0.07,0.02,0.70,0.91,0.15,1.391283572,-1.391283572,1.828389448,-1.828389448
2022/12/6,0.17,0.02,0.67,0.91,-0.61,1.331916639,-1.331916639,1.828389448,-1.828389448
2022/12/7,0.25,0.02,0.75,0.91,-0.43,1.509839284,-1.509839284,1.828389448,-1.828389448
2022/12/8,0.21,0.02,0.82,0.91,-0.23,1.639580991,-1.639580991,1.828389448,-1.828389448
2022/12/9,0.04,0.02,0.84,0.91,0.06,1.685263196,-1.685263196,1.828389448,-1.828389448
2022/12/12,0.20,0.02,0.80,0.91,-0.41,1.602177576,-1.602177576,1.828389448,-1.828389448
2022/12/13,0.24,0.02,0.85,0.91,0.76,1.702116796,-1.702116796,1.828389448,-1.828389448
2022/12/14,0.25,0.02,0.81,0.91,-0.09,1.610069343,-1.610069343,1.828389449,-1.828389449
2022/12/15,0.04,0.02,0.81,0.91,-0.93,1.629163401,-1.629163401,1.828389449,-1.828389449
2022/12/16,0.21,0.02,0.92,0.91,-1.27,1.840368079,-1.840368079,1.828389449,-1.828389449
2022/12/19,0.23,0.02,1.10,0.91,0.00,2.195512899,-2.195512899,1.828389449,-1.828389449
2022/12/20,0.22,0.02,1.06,0.91,0.52,2.127481529,-2.127481529,1.828389449,-1.828389449
2022/12/21,0.09,0.02,1.00,0.91,1.70,1.999648291,-1.999648291,1.828389449,-1.828389449
2022/12/22,0.24,0.02,0.93,0.91,-0.37,1.864417272,-1.864417272,1.828389449,-1.828389449
2022/12/23,0.29,0.02,0.97,0.91,0.05,1.938295502,-1.938295502,1.828389449,-1.828389449
2022/12/28,0.20,0.02,0.95,0.91,0.32,1.897625342,-1.897625342,1.828389449,-1.828389449
2022/12/29,0.08,0.02,0.90,0.91,0.21,1.793980225,-1.793980225,1.828389449,-1.828389449
2022/12/30,0.18,0.02,0.85,0.91,-0.82,1.699681714,-1.699681714,1.828389449,-1.828389449
2023/1/3,0.31,0.02,0.95,0.91,1.36,1.908750422,-1.908750422,1.828389449,-1.828389449
2023/1/4,0.16,0.02,0.90,0.91,0.41,1.790305672,-1.790305672,1.828389449,-1.828389449
2023/1/5,0.12,0.02,0.85,0.91,0.63,1.694440627,-1.694440627,1.828389449,-1.828389449
2023/1/6,0.18,0.02,0.80,0.91,0.86,1.603058143,-1.603058143,1.828389449,-1.828389449
2023/1/9,0.33,0.02,0.76,0.91,0.33,1.517056108,-1.517056108,1.828389449,-1.828389449
2023/1/10,0.12,0.02,0.72,0.91,-0.39,1.448508526,-1.448508526,1.828389449,-1.828389449
2023/1/11,0.12,0.02,0.77,0.91,0.40,1.533469002,-1.533469002,1.828389449,-1.828389449
2023/1/12,0.12,0.02,0.73,0.91,0.89,1.459507565,-1.459507565,1.828389449,-1.828389449
2023/1/13,0.32,0.02,0.69,0.91,0.64,1.384267766,-1.384267766,1.828389449,-1.828389449
2023/1/16,0.12,0.02,0.66,0.91,0.20,1.321773169,-1.321773169,1.82838945,-1.82838945
2023/1/17,0.12,0.02,0.63,0.91,-0.12,1.267813364,-1.267813364,1.82838945,-1.82838945
2023/1/18,0.12,0.02,0.64,0.91,-0.26,1.286813373,-1.286813373,1.82838945,-1.82838945
2023/1/19,0.27,0.02,0.67,0.91,-1.07,1.344189281,-1.344189281,1.82838945,-1.82838945
2023/1/20,0.11,0.02,0.86,0.91,0.30,1.713780891,-1.713780891,1.82838945,-1.82838945
2023/1/23,0.09,0.02,0.81,0.91,0.18,1.625672866,-1.625672866,1.82838945,-1.82838945
2023/1/24,0.15,0.02,0.77,0.91,-0.35,1.546707492,-1.546707492,1.82838945,-1.82838945
2023/1/25,0.26,0.02,0.81,0.91,-0.16,1.617310841,-1.617310841,1.82838945,-1.82838945
2023/1/26,0.16,0.02,0.83,0.91,0.21,1.660327264,-1.660327264,1.82838945,-1.82838945
2023/1/27,0.06,0.02,0.79,0.91,0.05,1.578978956,-1.578978956,1.82838945,-1.82838945
2023/1/30,0.20,0.02,0.75,0.91,0.25,1.506207003,-1.506207003,1.82838945,-1.82838945
2023/1/31,0.23,0.02,0.72,0.91,-0.17,1.437792616,-1.437792616,1.82838945,-1.82838945
2023/2/1,0.20,0.02,0.74,0.91,-0.14,1.488132997,-1.488132997,1.82838945,-1.82838945
2023/2/2,0.03,0.02,0.76,0.91,0.76,1.51758819,-1.51758819,1.82838945,-1.82838945
2023/2/3,0.22,0.02,0.72,0.91,1.04,1.438073044,-1.438073044,1.82838945,-1.82838945
2023/2/6,0.21,0.02,0.68,0.91,-0.83,1.363800516,-1.363800516,1.82838945,-1.82838945
2023/2/7,0.22,0.02,0.81,0.91,0.36,1.624338519,-1.624338519,1.82838945,-1.82838945
2023/2/8,0.03,0.02,0.77,0.91,0.26,1.544719849,-1.544719849,1.82838945,-1.82838945
2023/2/9,0.17,0.02,0.74,0.91,0.33,1.470418676,-1.470418676,1.82838945,-1.82838945
2023/2/10,0.24,0.02,0.70,0.91,-0.36,1.403441958,-1.403441958,1.82838945,-1.82838945
2023/2/13,0.18,0.02,0.76,0.91,0.82,1.518319814,-1.518319814,1.82838945,-1.82838945
2023/2/14,0.06,0.02,0.72,0.91,0.08,1.440129136,-1.440129136,1.82838945,-1.82838945
2023/2/15,0.13,0.02,0.69,0.91,0.55,1.377750119,-1.377750119,1.82838945,-1.82838945
2023/2/16,0.28,0.02,0.66,0.91,0.18,1.314287494,-1.314287494,1.82838945,-1.82838945
2023/2/17,0.14,0.02,0.64,0.91,-0.10,1.287650434,-1.287650434,1.82838945,-1.82838945
2023/2/20,0.09,0.02,0.65,0.91,0.12,1.305724916,-1.305724916,1.82838945,-1.82838945
2023/2/21,0.10,0.02,0.63,0.91,-0.46,1.253689652,-1.253689652,1.82838945,-1.82838945
2023/2/22,0.26,0.02,0.68,0.91,-0.59,1.369028532,-1.369028532,1.82838945,-1.82838945
2023/2/23,0.14,0.02,0.78,0.91,-0.29,1.567686036,-1.567686036,1.82838945,-1.82838945
2023/2/24,0.07,0.02,0.81,0.91,-0.37,1.615097253,-1.615097253,1.82838945,-1.82838945
2023/2/27,0.12,0.02,0.83,0.91,0.71,1.662021557,-1.662021557,1.82838945,-1.82838945
2023/2/28,0.27,0.02,0.79,0.91,-0.74,1.572265973,-1.572265973,1.82838945,-1.82838945
2023/3/1,0.16,0.02,0.90,0.91,0.49,1.800802006,-1.800802006,1.82838945,-1.82838945
2023/3/2,0.09,0.02,0.85,0.91,0.37,1.70281268,-1.70281268,1.82838945,-1.82838945
2023/3/3,0.12,0.02,0.81,0.91,0.04,1.614323666,-1.614323666,1.82838945,-1.82838945
2023/3/6,0.27,0.02,0.78,0.91,-0.22,1.55917141,-1.55917141,1.82838945,-1.82838945
2023/3/7,0.17,0.02,0.81,0.91,-0.13,1.624918783,-1.624918783,1.82838945,-1.82838945
2023/3/8,0.06,0.02,0.82,0.91,0.13,1.632238743,-1.632238743,1.82838945,-1.82838945
2023/3/9,0.15,0.02,0.78,0.91,-0.63,1.552854943,-1.552854943,1.82838945,-1.82838945
2023/3/10,0.22,0.02,0.85,0.91,-1.68,1.708507073,-1.708507073,1.82838945,-1.82838945
2023/3/13,0.20,0.02,1.12,0.91,-2.61,2.230982044,-2.230982044,1.82838945,-1.82838945
2023/3/14,0.00,0.02,1.50,0.91,1.17,3.00511168,-3.00511168,1.82838945,-1.82838945
2023/3/15,0.19,0.02,1.39,0.91,-3.91,2.775106045,-2.775106045,1.82838945,-1.82838945
2023/3/16,0.18,0.02,1.97,0.91,0.89,3.93801276,-3.93801276,1.82838945,-1.82838945
2023/3/17,0.35,0.02,1.80,0.91,-1.01,3.609326926,-3.609326926,1.82838945,-1.82838945
2023/3/20,-0.05,0.02,1.85,0.91,0.93,3.705571701,-3.705571701,1.82838945,-1.82838945
2023/3/21,0.33,0.02,1.70,0.91,1.77,3.400043624,-3.400043624,1.82838945,-1.82838945
2023/3/22,0.22,0.02,1.56,0.91,0.41,3.122487121,-3.122487121,1.82838945,-1.82838945
2023/3/23,0.35,0.02,1.45,0.91,-0.89,2.893976672,-2.893976672,1.82838945,-1.82838945
2023/3/24,0.05,0.02,1.52,0.91,-1.26,3.042433727,-3.042433727,1.82838945,-1.82838945
2023/3/27,0.16,0.02,1.60,0.91,0.89,3.194924367,-3.194924367,1.82838945,-1.82838945
2023/3/28,0.32,0.02,1.48,0.91,0.17,2.950467358,-2.950467358,1.82838945,-1.82838945
2023/3/29,0.19,0.02,1.39,0.91,1.06,2.783149491,-2.783149491,1.82838945,-1.82838945
2023/3/30,0.25,0.02,1.29,0.91,0.74,2.581015618,-2.581015618,1.82838945,-1.82838945
2023/3/31,0.03,0.02,1.20,0.91,0.15,2.405463617,-2.405463617,1.82838945,-1.82838945
2023/4/3,0.44,0.02,1.13,0.91,0.54,2.253226161,-2.253226161,1.82838945,-1.82838945
2023/4/4,0.08,0.02,1.06,0.91,0.00,2.116285844,-2.116285844,1.82838945,-1.82838945
2023/4/5,0.28,0.02,1.01,0.91,-0.13,2.014890952,-2.014890952,1.82838945,-1.82838945
2023/4/6,-0.01,0.02,1.01,0.91,1.02,2.01552866,-2.01552866,1.82838945,-1.82838945
2023/4/7,0.42,0.02,0.94,0.91,0.00,1.88751844,-1.88751844,1.82838945,-1.82838945
2023/4/10,0.09,0.02,0.95,0.91,0.00,1.903710345,-1.903710345,1.82838945,-1.82838945
2023/4/11,0.24,0.02,0.91,0.91,0.57,1.827020146,-1.827020146,1.82838945,-1.82838945
2023/4/12,0.05,0.02,0.86,0.91,0.50,1.726704597,-1.726704597,1.82838945,-1.82838945
2023/4/13,0.32,0.02,0.82,0.91,0.24,1.633441848,-1.633441848,1.82838945,-1.82838945
2023/4/14,0.21,0.02,0.79,0.91,0.36,1.577020555,-1.577020555,1.82838945,-1.82838945
2023/4/17,0.10,0.02,0.75,0.91,0.10,1.501158122,-1.501158122,1.82838945,-1.82838945
2023/4/18,0.17,0.02,0.72,0.91,0.38,1.436213801,-1.436213801,1.82838945,-1.82838945
2023/4/19,0.17,0.02,0.69,0.91,-0.13,1.371220925,-1.371220925,1.82838945,-1.82838945
2023/4/20,0.32,0.02,0.70,0.91,0.05,1.400780693,-1.400780693,1.82838945,-1.82838945
2023/4/21,-0.01,0.02,0.71,0.91,0.15,1.41689375,-1.41689375,1.82838945,-1.82838945
2023/4/24,0.26,0.02,0.68,0.91,-0.02,1.354244072,-1.354244072,1.82838945,-1.82838945
2023/4/25,0.09,0.02,0.69,0.91,-0.27,1.378372414,-1.378372414,1.82838945,-1.82838945
2023/4/26,0.37,0.02,0.71,0.91,-0.49,1.421241576,-1.421241576,1.82838945,-1.82838945
2023/4/27,-0.05,0.02,0.81,0.91,-0.27,1.616639746,-1.616639746,1.82838945,-1.82838945
2023/4/28,0.27,0.02,0.80,0.91,0.50,1.599679162,-1.599679162,1.82838945,-1.82838945
2023/5/1,0.11,0.02,0.76,0.91,0.00,1.520758065,-1.520758065,1.82838945,-1.82838945
2023/5/2,0.34,0.02,0.74,0.91,-1.25,1.481360407,-1.481360407,1.82838945,-1.82838945
2023/5/3,0.03,0.02,0.96,0.91,0.20,1.921111666,-1.921111666,1.82838945,-1.82838945
2023/5/4,0.18,0.02,0.91,0.91,-1.11,1.814630421,-1.814630421,1.82838945,-1.82838945
2023/5/5,0.18,0.02,1.05,0.91,0.98,2.105947174,-2.105947174,1.82838945,-1.82838945
2023/5/8,0.27,0.02,0.99,0.91,0.00,1.972845346,-1.972845346,1.82838945,-1.82838945
2023/5/9,0.14,0.02,0.97,0.91,-0.18,1.938934731,-1.938934731,1.82838945,-1.82838945
2023/5/10,0.12,0.02,0.96,0.91,-0.29,1.921818844,-1.921818844,1.82838945,-1.82838945
2023/5/11,0.28,0.02,0.97,0.91,-0.14,1.931718966,-1.931718966,1.82838945,-1.82838945
