Date,static_mean,dynamic_mean,static_sigma,dynamic_sigma,return,static_low,static_up,dynamic_low,dynamic_up
2023/5/12,0.15,0.02,0.97,0.91,0.31,1.944513958,-1.944513958,1.82838945,-1.82838945
2023/5/15,0.25,0.02,0.92,0.91,0.30,1.835965224,-1.835965224,1.82838945,-1.82838945
2023/5/16,0.02,0.02,0.87,0.91,-0.34,1.739134047,-1.739134047,1.82838945,-1.82838945
2023/5/17,0.39,0.02,0.88,0.91,-0.36,1.752422533,-1.752422533,1.82838945,-1.82838945
2023/5/18,0.07,0.02,0.94,0.91,0.25,1.877887879,-1.877887879,1.82838945,-1.82838945
2023/5/19,0.29,0.02,0.89,0.91,0.19,1.77531503,-1.77531503,1.82838945,-1.82838945
2023/5/22,0.00,0.02,0.86,0.91,0.18,1.712979664,-1.712979664,1.82838945,-1.82838945
2023/5/23,0.39,0.02,0.81,0.91,-0.10,1.625053177,-1.625053177,1.82838945,-1.82838945
2023/5/24,0.11,0.02,0.84,0.91,-1.77,1.687453285,-1.687453285,1.82838945,-1.82838945
2023/5/25,0.22,0.02,1.10,0.91,-0.74,2.201205264,-2.201205264,1.82838945,-1.82838945
2023/5/26,0.07,0.02,1.17,0.91,0.74,2.345494306,-2.345494306,1.82838945,-1.82838945
2023/5/29,0.28,0.02,1.10,0.91,0.00,2.19107693,-2.19107693,1.82838945,-1.82838945
2023/5/30,0.26,0.02,1.07,0.91,-1.39,2.13714239,-2.13714239,1.82838945,-1.82838945
2023/5/31,0.14,0.02,1.25,0.91,-1.01,2.5063565,-2.5063565,1.82838945,-1.82838945
2023/6/1,0.20,0.02,1.34,0.91,0.59,2.675630554,-2.675630554,1.82838945,-1.82838945
2023/6/2,0.16,0.02,1.25,0.91,1.55,2.491713458,-2.491713458,1.82838945,-1.82838945
2023/6/5,0.39,0.02,1.16,0.91,-0.10,2.311996097,-2.311996097,1.82838945,-1.82838945
2023/6/6,0.10,0.02,1.15,0.91,0.37,2.305283844,-2.305283844,1.82838945,-1.82838945
2023/6/7,0.30,0.02,1.08,0.91,0.00,2.160641202,-2.160641202,1.82838945,-1.82838945
2023/6/8,0.06,0.02,1.06,0.91,-0.05,2.117455497,-2.117455497,1.82838945,-1.82838945
2023/6/9,0.41,0.02,1.01,0.91,-0.32,2.025379736,-2.025379736,1.82838945,-1.82838945
2023/6/12,0.06,0.02,1.06,0.91,-0.38,2.120261094,-2.120261094,1.82838945,-1.82838945
2023/6/13,0.28,0.02,1.06,0.91,0.32,2.119720202,-2.119720202,1.82838945,-1.82838945
2023/6/14,0.11,0.02,1.00,0.91,0.10,1.996612515,-1.996612515,1.82838945,-1.82838945
2023/6/15,0.35,0.02,0.94,0.91,0.34,1.886541343,-1.886541343,1.82838945,-1.82838945
2023/6/16,0.17,0.02,0.89,0.91,0.19,1.789008382,-1.789008382,1.82838945,-1.82838945
2023/6/19,0.18,0.02,0.85,0.91,-0.71,1.696746104,-1.696746104,1.82838945,-1.82838945
2023/6/20,0.22,0.02,0.94,0.91,-0.25,1.873514648,-1.873514648,1.82838945,-1.82838945
2023/6/21,0.22,0.02,0.95,0.91,-0.13,1.906133927,-1.906133927,1.82838945,-1.82838945
2023/6/22,0.27,0.02,0.95,0.91,-0.76,1.900934385,-1.900934385,1.82838945,-1.82838945
2023/6/23,0.08,0.02,1.05,0.91,-0.54,2.098036317,-2.098036317,1.82838945,-1.82838945
2023/6/26,0.33,0.02,1.08,0.91,-0.11,2.150336885,-2.150336885,1.82838945,-1.82838945
2023/6/27,0.14,0.02,1.07,0.91,0.11,2.145965948,-2.145965948,1.82838945,-1.82838945
2023/6/28,0.36,0.02,1.01,0.91,0.52,2.029225334,-2.029225334,1.82838945,-1.82838945
2023/6/29,0.06,0.02,0.96,0.91,-0.38,1.912805212,-1.912805212,1.82838945,-1.82838945
2023/6/30,0.37,0.02,0.97,0.91,0.80,1.933776616,-1.933776616,1.82838945,-1.82838945
2023/7/3,0.15,0.02,0.91,0.91,-0.06,1.822222957,-1.822222957,1.82838945,-1.82838945
2023/7/4,0.32,0.02,0.89,0.91,-0.10,1.785287498,-1.785287498,1.82838945,-1.82838945
2023/7/5,0.12,0.02,0.91,0.91,0.00,1.810151153,-1.810151153,1.82838945,-1.82838945
2023/7/6,0.28,0.02,0.87,0.91,-3.23,1.749425463,-1.749425463,1.82838945,-1.82838945
2023/7/7,0.20,0.02,1.47,0.91,-0.32,2.943261631,-2.943261631,1.82838945,-1.82838945
2023/7/10,0.24,0.02,1.44,0.91,0.23,2.87883639,-2.87883639,1.82838945,-1.82838945
2023/7/11,0.17,0.02,1.34,0.91,0.12,2.681608516,-2.681608516,1.82838945,-1.82838945
2023/7/12,0.28,0.02,1.26,0.91,1.82,2.516679034,-2.516679034,1.82838945,-1.82838945
2023/7/13,0.35,0.02,1.17,0.91,0.32,2.332377905,-2.332377905,1.82838945,-1.82838945
2023/7/14,0.17,0.02,1.10,0.91,-0.08,2.194957888,-2.194957888,1.82838945,-1.82838945
2023/7/17,0.30,0.02,1.07,0.91,-0.38,2.133370464,-2.133370464,1.82838945,-1.82838945
2023/7/18,0.14,0.02,1.10,0.91,0.64,2.19915127,-2.19915127,1.82838945,-1.82838945
2023/7/19,0.40,0.02,1.03,0.91,1.79,2.061545937,-2.061545937,1.82838945,-1.82838945
2023/7/20,0.11,0.02,0.96,0.91,0.76,1.92395122,-1.92395122,1.82838945,-1.82838945
2023/7/21,0.35,0.02,0.91,0.91,0.23,1.810018014,-1.810018014,1.82838945,-1.82838945
2023/7/24,0.14,0.02,0.87,0.91,0.19,1.748127842,-1.748127842,1.82838945,-1.82838945
2023/7/25,0.35,0.02,0.83,0.91,0.17,1.658933711,-1.658933711,1.82838945,-1.82838945
2023/7/26,0.10,0.02,0.81,0.91,-0.19,1.626824978,-1.626824978,1.82838945,-1.82838945
2023/7/27,0.27,0.02,0.82,0.91,0.21,1.631920103,-1.631920103,1.82838945,-1.82838945
2023/7/28,0.19,0.02,0.78,0.91,0.02,1.569823943,-1.569823943,1.82838945,-1.82838945
2023/7/31,0.26,0.02,0.77,0.91,0.07,1.544426232,-1.544426232,1.82838945,-1.82838945
2023/8/1,0.20,0.02,0.76,0.91,-0.43,1.526316257,-1.526316257,1.82838945,-1.82838945
2023/8/2,0.16,0.02,0.82,0.91,-1.37,1.639137687,-1.639137687,1.82838945,-1.82838945
2023/8/3,0.28,0.02,1.02,0.91,-0.43,2.038574898,-2.038574898,1.82838945,-1.82838945
2023/8/4,0.16,0.02,1.06,0.91,0.00,2.123318991,-2.123318991,1.82838945,-1.82838945
2023/8/7,0.28,0.02,1.02,0.91,0.34,2.043861051,-2.043861051,1.82838945,-1.82838945
2023/8/8,0.14,0.02,0.96,0.91,-0.36,1.927605818,-1.927605818,1.82838945,-1.82838945
2023/8/9,0.36,0.02,0.98,0.91,0.79,1.961871782,-1.961871782,1.82838945,-1.82838945
2023/8/10,0.15,0.02,0.92,0.91,0.41,1.847667137,-1.847667137,1.82838945,-1.82838945
2023/8/11,0.30,0.02,0.87,0.91,-1.25,1.746516754,-1.746516754,1.82838945,-1.82838945
2023/8/14,0.14,0.02,1.07,0.91,-0.23,2.13346979,-2.13346979,1.82838945,-1.82838945
2023/8/15,0.33,0.02,1.05,0.91,-1.58,2.109218511,-2.109218511,1.82838945,-1.82838945
2023/8/16,0.13,0.02,1.29,0.91,-0.44,2.573285109,-2.573285109,1.82838945,-1.82838945
2023/8/17,0.29,0.02,1.28,0.91,-0.64,2.563501374,-2.563501374,1.82838945,-1.82838945
2023/8/18,0.17,0.02,1.33,0.91,-0.66,2.656731951,-2.656731951,1.82838945,-1.82838945
2023/8/21,0.33,0.02,1.36,0.91,-0.06,2.71069169,-2.71069169,1.82838945,-1.82838945
2023/8/22,0.23,0.02,1.32,0.91,0.18,2.63472582,-2.63472582,1.82838945,-1.82838945
2023/8/23,0.24,0.02,1.24,0.91,0.68,2.474569705,-2.474569705,1.82838945,-1.82838945
2023/8/24,0.30,0.02,1.16,0.91,0.18,2.310529737,-2.310529737,1.82838945,-1.82838945
2023/8/25,0.25,0.02,1.10,0.91,0.07,2.202669582,-2.202669582,1.82838945,-1.82838945
2023/8/28,0.34,0.02,1.06,0.91,0.00,2.120729433,-2.120729433,1.82838945,-1.82838945
2023/8/29,0.14,0.02,1.05,0.91,1.71,2.090199635,-2.090199635,1.82838945,-1.82838945
2023/8/30,0.38,0.02,0.97,0.91,0.12,1.947193282,-1.947193282,1.82838945,-1.82838945
2023/8/31,0.18,0.02,0.96,0.91,0.00,1.912674118,-1.912674118,1.82838945,-1.82838945
2023/9/1,0.39,0.02,0.93,0.91,-0.12,1.857311411,-1.857311411,1.82838945,-1.82838945
2023/9/4,0.07,0.02,0.95,0.91,-0.16,1.904234517,-1.904234517,1.82838945,-1.82838945
2023/9/5,0.36,0.02,0.93,0.91,-0.20,1.865045098,-1.865045098,1.82838945,-1.82838945
2023/9/6,0.18,0.02,0.96,0.91,-0.16,1.922699209,-1.922699209,1.82838945,-1.82838945
2023/9/7,0.34,0.02,0.96,0.91,0.21,1.912630801,-1.912630801,1.82838945,-1.82838945
2023/9/8,0.15,0.02,0.92,0.91,0.49,1.845366589,-1.845366589,1.82838945,-1.82838945
2023/9/11,0.28,0.02,0.87,0.91,0.25,1.743304701,-1.743304701,1.82838945,-1.82838945
2023/9/12,0.29,0.02,0.83,0.91,0.41,1.663911395,-1.663911395,1.82838945,-1.82838945
2023/9/13,0.24,0.02,0.79,0.91,-0.02,1.581198904,-1.581198904,1.82838945,-1.82838945
2023/9/14,0.25,0.02,0.79,0.91,1.94,1.580826987,-1.580826987,1.82838945,-1.82838945
2023/9/15,0.19,0.02,0.74,0.91,0.50,1.481833482,-1.481833482,1.82838945,-1.82838945
2023/9/18,0.37,0.02,0.71,0.91,-0.76,1.411571799,-1.411571799,1.82838945,-1.82838945
2023/9/19,0.17,0.02,0.85,0.91,0.09,1.697471331,-1.697471331,1.82838945,-1.82838945
2023/9/20,0.28,0.02,0.82,0.91,0.93,1.633762863,-1.633762863,1.82838945,-1.82838945
2023/9/21,0.09,0.02,0.77,0.91,-0.69,1.545650414,-1.545650414,1.82838945,-1.82838945
2023/9/22,0.40,0.02,0.85,0.91,0.07,1.703298041,-1.703298041,1.82838945,-1.82838945
2023/9/25,0.15,0.02,0.86,0.91,-0.78,1.712323489,-1.712323489,1.82838945,-1.82838945
2023/9/26,0.26,0.02,0.95,0.91,0.02,1.900475906,-1.900475906,1.82838945,-1.82838945
2023/9/27,0.12,0.02,0.93,0.91,-0.43,1.862524222,-1.862524222,1.82838945,-1.82838945
2023/9/28,0.36,0.02,0.96,0.91,0.11,1.918557071,-1.918557071,1.82838945,-1.82838945
2023/9/29,0.22,0.02,0.94,0.91,0.08,1.88118808,-1.88118808,1.82838945,-1.82838945
2023/10/2,0.21,0.02,0.91,0.91,-1.29,1.819482795,-1.819482795,1.82838945,-1.82838945
2023/10/3,0.19,0.02,1.09,0.91,-0.54,2.180559028,-2.180559028,1.82838945,-1.82838945
2023/10/4,0.29,0.02,1.13,0.91,-0.78,2.259051209,-2.259051209,1.82838945,-1.82838945
2023/10/5,0.27,0.02,1.21,0.91,0.53,2.42951295,-2.42951295,1.82838945,-1.82838945
2023/10/6,0.19,0.02,1.14,0.91,0.58,2.272750696,-2.272750696,1.82838945,-1.82838945
2023/10/9,0.28,0.02,1.06,0.91,-0.03,2.129587161,-2.129587161,1.82838945,-1.82838945
2023/10/10,0.28,0.02,1.05,0.91,1.80,2.090506766,-2.090506766,1.82838945,-1.82838945
2023/10/11,0.35,0.02,0.97,0.91,-0.11,1.948223033,-1.948223033,1.82838945,-1.82838945
2023/10/12,0.12,0.02,0.98,0.91,0.32,1.967766604,-1.967766604,1.82838945,-1.82838945
2023/10/13,0.34,0.02,0.93,0.91,-0.59,1.856444794,-1.856444794,1.82838945,-1.82838945
2023/10/16,0.18,0.02,1.01,0.91,0.41,2.028429913,-2.028429913,1.82838945,-1.82838945
2023/10/17,0.36,0.02,0.96,0.91,0.58,1.911147385,-1.911147385,1.82838945,-1.82838945
2023/10/18,0.10,0.02,0.90,0.91,-1.14,1.804762477,-1.804762477,1.82838945,-1.82838945
2023/10/19,0.32,0.02,1.04,0.91,-1.17,2.080743056,-2.080743056,1.82838945,-1.82838945
2023/10/20,0.22,0.02,1.20,0.91,-1.31,2.407472735,-2.407472735,1.82838945,-1.82838945
2023/10/23,0.26,0.02,1.35,0.91,-0.37,2.703319044,-2.703319044,1.82838945,-1.82838945
2023/10/24,0.18,0.02,1.35,0.91,0.20,2.695786929,-2.695786929,1.82838945,-1.82838945
2023/10/25,0.26,0.02,1.26,0.91,0.33,2.515360836,-2.515360836,1.82838945,-1.82838945
2023/10/26,0.36,0.02,1.18,0.91,-0.81,2.352720309,-2.352720309,1.82838945,-1.82838945
2023/10/27,0.21,0.02,1.27,0.91,0.00,2.543601629,-2.543601629,1.82838945,-1.82838945
2023/10/30,0.29,0.02,1.22,0.91,-0.37,2.435977357,-2.435977357,1.82838945,-1.82838945
2023/10/31,0.18,0.02,1.23,0.91,-0.08,2.464161566,-2.464161566,1.82838945,-1.82838945
2023/11/1,0.44,0.02,1.19,0.91,0.28,2.376263224,-2.376263224,1.82838945,-1.82838945
2023/11/2,0.17,0.02,1.14,0.91,1.41,2.270413079,-2.270413079,1.82838945,-1.82838945
2023/11/3,0.34,0.02,1.06,0.91,-0.39,2.114981672,-2.114981672,1.82838945,-1.82838945
